"X_Value","Dev1.ai3","Dev1.ai0"
495.04,155.17286331783,-47.4369786260264
495.042,153.103146254969,-36.2754651570968
495.044,151.034239574669,-47.4369786260264
495.046,151.034239574669,-53.0166425943399
495.048,151.034239574669,-44.6460538757184
495.05,157.24176999813,-47.4369786260264
495.052,148.96533289437,-47.4369786260264
495.054,144.827519533771,-47.4369786260264
495.056,148.96533289437,-53.0166425943399
495.058,153.103146254969,-39.0652971412536
495.06,148.96533289437,-41.8562218915616
495.062,148.96533289437,-44.6460538757184
495.064,144.827519533771,-41.8562218915616
495.066,151.034239574669,-50.2268106101831
495.068,157.24176999813,-39.0652971412536
495.07,153.103146254969,-41.8562218915616
495.072,148.96533289437,-44.6460538757184
495.074,151.034239574669,-50.2268106101831
495.076,155.17286331783,-53.0166425943399
495.078,159.310676678429,-39.0652971412536
495.08,153.103146254969,-39.0652971412536
495.082,153.103146254969,-47.4369786260264
495.084,155.17286331783,-53.0166425943399
495.086,153.103146254969,-47.4369786260264
495.088,157.24176999813,-39.0652971412536
495.09,151.034239574669,-41.8562218915616
495.092,153.103146254969,-47.4369786260264
495.094,151.034239574669,-55.8075673446479
495.096,153.103146254969,-47.4369786260264
495.098,153.103146254969,-50.2268106101831
495.1,157.24176999813,-41.8562218915616
495.102,153.103146254969,-47.4369786260264
495.104,148.96533289437,-53.0166425943399
495.106,148.96533289437,-55.8075673446479
495.108,161.379583358729,-47.4369786260264
495.11,161.379583358729,-41.8562218915616
495.112,148.96533289437,-53.0166425943399
495.114,148.96533289437,-58.5973993288047
495.116,159.310676678429,-50.2268106101831
495.118,159.310676678429,-44.6460538757184
495.12,148.96533289437,-53.0166425943399
495.122,148.96533289437,-58.5973993288047
495.124,157.24176999813,-53.0166425943399
495.126,159.310676678429,-44.6460538757184
495.128,148.96533289437,-47.4369786260264
495.13,146.896426214071,-55.8075673446479
495.132,153.103146254969,-47.4369786260264
495.134,157.24176999813,-41.8562218915616
495.136,151.034239574669,-41.8562218915616
495.138,153.103146254969,-47.4369786260264
495.14,153.103146254969,-55.8075673446479
495.142,159.310676678429,-47.4369786260264
495.144,157.24176999813,-39.0652971412536
495.146,148.96533289437,-47.4369786260264
495.148,146.896426214071,-44.6460538757184
495.15,157.24176999813,-47.4369786260264
495.152,151.034239574669,-41.8562218915616
495.154,148.96533289437,-44.6460538757184
495.156,144.827519533771,-44.6460538757184
495.158,144.827519533771,-50.2268106101831
495.16,148.96533289437,-47.4369786260264
495.162,148.96533289437,-41.8562218915616
495.164,155.17286331783,-36.2754651570968
495.166,148.96533289437,-36.2754651570968
495.168,148.96533289437,-41.8562218915616
495.17,146.896426214071,-50.2268106101831
495.172,157.24176999813,-44.6460538757184
495.174,153.103146254969,-44.6460538757184
495.176,153.103146254969,-41.8562218915616
495.178,153.103146254969,-44.6460538757184
495.18,153.103146254969,-47.4369786260264
495.182,151.034239574669,-55.8075673446479
495.184,151.034239574669,-47.4369786260264
495.186,159.310676678429,-50.2268106101831
495.188,151.034239574669,-41.8562218915616
495.19,148.96533289437,-47.4369786260264
495.192,148.96533289437,-53.0166425943399
495.194,153.103146254969,-53.0166425943399
495.196,157.24176999813,-36.2754651570968
495.198,155.17286331783,-33.4845404067888
495.2,155.17286331783,-39.0652971412536
495.202,151.034239574669,-36.2754651570968
495.204,148.96533289437,-44.6460538757184
495.206,161.379583358729,-33.4845404067888
495.208,155.17286331783,-27.903783672324
495.21,153.103146254969,-36.2754651570968
495.212,148.96533289437,-44.6460538757184
495.214,153.103146254969,-47.4369786260264
495.216,151.034239574669,-44.6460538757184
495.218,155.17286331783,-44.6460538757184
495.22,155.17286331783,-39.0652971412536
495.222,144.827519533771,-47.4369786260264
495.224,144.827519533771,-50.2268106101831
495.226,151.034239574669,-41.8562218915616
495.228,155.17286331783,-41.8562218915616
495.23,155.17286331783,-39.0652971412536
495.232,151.034239574669,-36.2754651570968
495.234,146.896426214071,-33.4845404067888
495.236,151.034239574669,-41.8562218915616
495.238,153.103146254969,-33.4845404067888
495.24,157.24176999813,-36.2754651570968
495.242,153.103146254969,-36.2754651570968
495.244,148.96533289437,-39.0652971412536
495.246,155.17286331783,-47.4369786260264
495.248,155.17286331783,-47.4369786260264
495.25,159.310676678429,-33.4845404067888
495.252,157.24176999813,-36.2754651570968
495.254,151.034239574669,-50.2268106101831
495.256,155.17286331783,-50.2268106101831
495.258,153.103146254969,-50.2268106101831
495.26,157.24176999813,-36.2754651570968
495.262,155.17286331783,-41.8562218915616
495.264,151.034239574669,-53.0166425943399
495.266,153.103146254969,-44.6460538757184
495.268,157.24176999813,-39.0652971412536
495.27,151.034239574669,-44.6460538757184
495.272,146.896426214071,-44.6460538757184
495.274,146.896426214071,-50.2268106101831
495.276,151.034239574669,-47.4369786260264
495.278,153.103146254969,-41.8562218915616
495.28,157.24176999813,-30.694708422632
495.282,148.96533289437,-39.0652971412536
495.284,144.827519533771,-36.2754651570968
495.286,144.827519533771,-41.8562218915616
495.288,148.96533289437,-36.2754651570968
495.29,153.103146254969,-36.2754651570968
495.292,146.896426214071,-36.2754651570968
495.294,148.96533289437,-30.694708422632
495.296,148.96533289437,-36.2754651570968
495.298,144.827519533771,-41.8562218915616
495.3,151.034239574669,-44.6460538757184
495.302,155.17286331783,-39.0652971412536
495.304,155.17286331783,-33.4845404067888
495.306,148.96533289437,-30.694708422632
495.308,144.827519533771,-44.6460538757184
495.31,144.827519533771,-44.6460538757184
495.312,148.96533289437,-39.0652971412536
495.314,155.17286331783,-39.0652971412536
495.316,153.103146254969,-30.694708422632
495.318,148.96533289437,-30.694708422632
495.32,148.96533289437,-30.694708422632
495.322,148.96533289437,-36.2754651570968
495.324,146.896426214071,-36.2754651570968
495.326,148.96533289437,-41.8562218915616
495.328,153.103146254969,-41.8562218915616
495.33,153.103146254969,-33.4845404067888
495.332,157.24176999813,-33.4845404067888
495.334,159.310676678429,-25.1139516881672
495.336,155.17286331783,-27.903783672324
495.338,159.310676678429,-33.4845404067888
495.34,148.96533289437,-33.4845404067888
495.342,146.896426214071,-41.8562218915616
495.344,153.103146254969,-41.8562218915616
495.346,153.103146254969,-36.2754651570968
495.348,157.24176999813,-36.2754651570968
495.35,155.17286331783,-30.694708422632
495.352,151.034239574669,-41.8562218915616
495.354,146.896426214071,-41.8562218915616
495.356,146.896426214071,-50.2268106101831
495.358,151.034239574669,-44.6460538757184
495.36,148.96533289437,-44.6460538757184
495.362,157.24176999813,-44.6460538757184
495.364,153.103146254969,-39.0652971412536
495.366,153.103146254969,-47.4369786260264
495.368,151.034239574669,-44.6460538757184
495.37,151.034239574669,-53.0166425943399
495.372,155.17286331783,-53.0166425943399
495.374,157.24176999813,-47.4369786260264
495.376,161.379583358729,-39.0652971412536
495.378,157.24176999813,-47.4369786260264
495.38,151.034239574669,-41.8562218915616
495.382,153.103146254969,-53.0166425943399
495.384,159.310676678429,-53.0166425943399
495.386,157.24176999813,-47.4369786260264
495.388,157.24176999813,-53.0166425943399
495.39,157.24176999813,-41.8562218915616
495.392,161.379583358729,-44.6460538757184
495.394,163.448490039028,-39.0652971412536
495.396,157.24176999813,-33.4845404067888
495.398,157.24176999813,-44.6460538757184
495.4,153.103146254969,-41.8562218915616
495.402,151.034239574669,-53.0166425943399
495.404,153.103146254969,-53.0166425943399
495.406,148.96533289437,-50.2268106101831
495.408,142.758612853472,-50.2268106101831
495.41,142.758612853472,-47.4369786260264
495.412,130.345172771675,-44.6460538757184
495.414,115.862015627017,-55.8075673446479
495.416,113.793108946717,-61.3883240791127
495.418,105.51748222552,-53.0166425943399
495.42,95.1721384414605,-53.0166425943399
495.422,91.0343250808616,-50.2268106101831
495.424,84.8276050399632,-41.8562218915616
495.426,72.4133545756047,-41.8562218915616
495.428,64.1377278544068,-47.4369786260264
495.43,53.7931944529095,-44.6460538757184
495.432,43.4478506688504,-41.8562218915616
495.434,41.378943988551,-50.2268106101831
495.436,33.1033172673532,-50.2268106101831
495.438,26.8965972264548,-41.8562218915616
495.44,24.8276905461553,-41.8562218915616
495.442,16.5512534423957,-41.8562218915616
495.444,10.3445334014973,-30.694708422632
495.446,0,-39.0652971412536
495.448,-12.4142504643586,-39.0652971412536
495.45,-12.4142504643586,-39.0652971412536
495.452,-18.6209705052569,-41.8562218915616
495.454,-20.6898771855564,-41.8562218915616
495.456,-24.8276905461553,-36.2754651570968
495.458,-33.1033172673531,-36.2754651570968
495.46,-41.3797543711128,-50.2268106101831
495.462,-49.6553810923106,-55.8075673446479
495.464,-51.72428777261,-55.8075673446479
495.466,-49.6553810923106,-58.5973993288047
495.468,-47.5864744120111,-53.0166425943399
495.47,-49.6553810923106,-50.2268106101831
495.472,-57.9310078135084,-44.6460538757184
495.474,-57.9310078135084,-44.6460538757184
495.476,-64.1385382369686,-53.0166425943399
495.478,-59.9999144938079,-58.5973993288047
495.48,-62.0688211741074,-61.3883240791127
495.482,-59.9999144938079,-55.8075673446479
495.484,-62.0688211741074,-64.1781560632695
495.486,-62.0688211741074,-53.0166425943399
495.488,-62.0688211741074,-55.8075673446479
495.49,-55.862101133209,-61.3883240791127
495.492,-62.0688211741074,-58.5973993288047
495.494,-62.0688211741074,-66.9690808135775
495.496,-66.2074449172681,-66.9690808135775
495.498,-59.9999144938079,-75.3396695321991
495.5,-57.9310078135084,-69.7589127977343
495.502,-53.7931944529095,-66.9690808135775
495.504,-51.72428777261,-64.1781560632695
495.506,-57.9310078135084,-64.1781560632695
495.508,-55.862101133209,-75.3396695321991
495.51,-59.9999144938079,-78.1305942825071
495.512,-57.9310078135084,-83.7113510169719
495.514,-53.7931944529095,-86.5011830011287
495.516,-53.7931944529095,-80.9204262666639
495.518,-53.7931944529095,-86.5011830011287
495.52,-55.862101133209,-80.9204262666639
495.522,-49.6553810923106,-83.7113510169719
495.524,-49.6553810923106,-75.3396695321991
495.526,-55.862101133209,-83.7113510169719
495.528,-49.6553810923106,-80.9204262666639
495.53,-53.7931944529095,-78.1305942825071
495.532,-53.7931944529095,-89.2921077514367
495.534,-59.9999144938079,-92.0819397355935
495.536,-57.9310078135084,-97.6626964700583
495.538,-51.72428777261,-100.453621220366
495.54,-49.6553810923106,-92.0819397355935
495.542,-45.5175677317117,-89.2921077514367
495.544,-43.4486610514122,-83.7113510169719
495.546,-49.6553810923106,-78.1305942825071
495.548,-49.6553810923106,-86.5011830011287
495.55,-53.7931944529095,-86.5011830011287
495.552,-53.7931944529095,-86.5011830011287
495.554,-53.7931944529095,-94.8728644859015
495.556,-49.6553810923106,-86.5011830011287
495.558,-43.4486610514122,-92.0819397355935
495.56,-45.5175677317117,-92.0819397355935
495.562,-49.6553810923106,-89.2921077514367
495.564,-49.6553810923106,-89.2921077514367
495.566,-49.6553810923106,-89.2921077514367
495.568,-49.6553810923106,-97.6626964700583
495.57,-55.862101133209,-97.6626964700583
495.572,-53.7931944529095,-100.453621220366
495.574,-55.862101133209,-106.034377954831
495.576,-49.6553810923106,-106.034377954831
495.578,-43.4486610514122,-100.453621220366
495.58,-49.6553810923106,-89.2921077514367
495.582,-47.5864744120111,-100.453621220366
495.584,-51.72428777261,-100.453621220366
495.586,-47.5864744120111,-108.824209938988
495.588,-49.6553810923106,-108.824209938988
495.59,-47.5864744120111,-106.034377954831
495.592,-43.4486610514122,-108.824209938988
495.594,-43.4486610514122,-100.453621220366
495.596,-43.4486610514122,-97.6626964700583
495.598,-39.3108476908133,-94.8728644859015
495.6,-39.3108476908133,-100.453621220366
495.602,-39.3108476908133,-94.8728644859015
495.604,-47.5864744120111,-94.8728644859015
495.606,-49.6553810923106,-100.453621220366
495.608,-51.72428777261,-92.0819397355935
495.61,-53.7931944529095,-97.6626964700583
495.612,-53.7931944529095,-100.453621220366
495.614,-59.9999144938079,-97.6626964700583
495.616,-62.0688211741074,-97.6626964700583
495.618,-64.1385382369686,-89.2921077514367
495.62,-66.2074449172681,-97.6626964700583
495.622,-68.2763515975675,-97.6626964700583
495.624,-68.2763515975675,-97.6626964700583
495.626,-74.4830716384659,-97.6626964700583
495.628,-74.4830716384659,-97.6626964700583
495.63,-72.4141649581665,-97.6626964700583
495.632,-72.4141649581665,-100.453621220366
495.634,-72.4141649581665,-106.034377954831
495.636,-70.345258277867,-106.034377954831
495.638,-72.4141649581665,-106.034377954831
495.64,-70.345258277867,-106.034377954831
495.642,-68.2763515975675,-106.034377954831
495.644,-66.2074449172681,-108.824209938988
495.646,-66.2074449172681,-97.6626964700583
495.648,-64.1385382369686,-103.243453204523
495.65,-57.9310078135084,-103.243453204523
495.652,-62.0688211741074,-103.243453204523
495.654,-57.9310078135084,-100.453621220366
495.656,-57.9310078135084,-97.6626964700583
495.658,-55.862101133209,-97.6626964700583
495.66,-53.7931944529095,-92.0819397355935
495.662,-55.862101133209,-100.453621220366
495.664,-62.0688211741074,-92.0819397355935
495.666,-64.1385382369686,-100.453621220366
495.668,-68.2763515975675,-103.243453204523
495.67,-64.1385382369686,-103.243453204523
495.672,-68.2763515975675,-111.615134689296
495.674,-62.0688211741074,-108.824209938988
495.676,-64.1385382369686,-103.243453204523
495.678,-57.9310078135084,-97.6626964700583
495.68,-62.0688211741074,-97.6626964700583
495.682,-64.1385382369686,-103.243453204523
495.684,-66.2074449172681,-100.453621220366
495.686,-66.2074449172681,-106.034377954831
495.688,-66.2074449172681,-108.824209938988
495.69,-66.2074449172681,-106.034377954831
495.692,-66.2074449172681,-106.034377954831
495.694,-62.0688211741074,-103.243453204523
495.696,-59.9999144938079,-97.6626964700583
495.698,-53.7931944529095,-97.6626964700583
495.7,-55.862101133209,-92.0819397355935
495.702,-62.0688211741074,-89.2921077514367
495.704,-62.0688211741074,-97.6626964700583
495.706,-66.2074449172681,-100.453621220366
495.708,-68.2763515975675,-103.243453204523
495.71,-68.2763515975675,-106.034377954831
495.712,-68.2763515975675,-100.453621220366
495.714,-68.2763515975675,-108.824209938988
495.716,-64.1385382369686,-106.034377954831
495.718,-62.0688211741074,-92.0819397355935
495.72,-55.862101133209,-92.0819397355935
495.722,-57.9310078135084,-89.2921077514367
495.724,-62.0688211741074,-89.2921077514367
495.726,-62.0688211741074,-97.6626964700583
495.728,-62.0688211741074,-97.6626964700583
495.73,-66.2074449172681,-106.034377954831
495.732,-59.9999144938079,-106.034377954831
495.734,-62.0688211741074,-100.453621220366
495.736,-57.9310078135084,-103.243453204523
495.738,-57.9310078135084,-100.453621220366
495.74,-55.862101133209,-92.0819397355935
495.742,-57.9310078135084,-94.8728644859015
495.744,-64.1385382369686,-100.453621220366
495.746,-64.1385382369686,-103.243453204523
495.748,-57.9310078135084,-100.453621220366
495.75,-51.72428777261,-86.5011830011287
495.752,-55.862101133209,-83.7113510169719
495.754,-59.9999144938079,-86.5011830011287
495.756,-59.9999144938079,-86.5011830011287
495.758,-55.862101133209,-89.2921077514367
495.76,-57.9310078135084,-80.9204262666639
495.762,-53.7931944529095,-83.7113510169719
495.764,-53.7931944529095,-78.1305942825071
495.766,-62.0688211741074,-80.9204262666639
495.768,-62.0688211741074,-89.2921077514367
