"X_Value","Dev1.ai3","Dev1.ai0"
407.45,6.5448836730001,-25.8294729982606
407.452,3.27244183650005,-31.3647213307922
407.454,11.4535464277502,-25.8294729982606
407.456,3.27244183650005,-29.5193977122978
407.458,8.18110459125012,-22.1395482842233
407.46,8.18110459125012,-23.9848719027178
407.462,3.27244183650005,-25.8294729982606
407.464,8.18110459125012,-20.2949471886805
407.466,8.18110459125012,-25.8294729982606
407.468,3.27244183650005,-25.8294729982606
407.47,11.4535464277502,-20.2949471886805
407.472,6.5448836730001,-27.674796616755
407.474,4.90866275475007,-23.9848719027178
407.476,11.4535464277502,-20.2949471886805
407.478,6.5448836730001,-29.5193977122978
407.48,8.18110459125012,-23.9848719027178
407.482,4.90866275475007,-29.5193977122978
407.484,0,-27.674796616755
407.486,8.18110459125012,-22.1395482842233
407.488,3.27244183650005,-25.8294729982606
407.49,-1.63622091825002,-23.9848719027178
407.492,3.27244183650005,-20.2949471886805
407.494,0,-27.674796616755
407.496,-3.27308273776063,-23.9848719027178
407.498,0,-23.9848719027178
407.5,-8.1817454925107,-27.674796616755
407.502,-4.90930365601065,-25.8294729982606
407.504,-3.27308273776063,-20.2949471886805
407.506,-4.90930365601065,-25.8294729982606
407.508,-9.81796641076073,-27.674796616755
407.51,-1.63622091825002,-23.9848719027178
407.512,0,-29.5193977122978
407.514,-8.1817454925107,-35.0546460448294
407.516,-3.27308273776063,-27.674796616755
407.518,0,-31.3647213307922
407.52,-4.90930365601065,-33.209322426335
407.522,-1.63622091825002,-33.209322426335
407.524,3.27244183650005,-33.209322426335
407.526,1.63622091825002,-35.0546460448294
407.528,-3.27308273776063,-35.0546460448294
407.53,4.90866275475007,-25.8294729982606
407.532,4.90866275475007,-29.5193977122978
407.534,-3.27308273776063,-35.0546460448294
407.536,1.63622091825002,-27.674796616755
407.538,6.5448836730001,-25.8294729982606
407.54,-1.63622091825002,-33.209322426335
407.542,4.90866275475007,-23.9848719027178
407.544,4.90866275475007,-27.674796616755
407.546,1.63622091825002,-27.674796616755
407.548,6.5448836730001,-27.674796616755
407.55,8.18110459125012,-27.674796616755
407.552,1.63622091825002,-33.209322426335
407.554,4.90866275475007,-22.1395482842233
407.556,8.18110459125012,-23.9848719027178
407.558,0,-31.3647213307922
407.56,3.27244183650005,-27.674796616755
407.562,8.18110459125012,-20.2949471886805
407.564,1.63622091825002,-23.9848719027178
407.566,-1.63622091825002,-23.9848719027178
407.568,8.18110459125012,-18.4496235701861
407.57,3.27244183650005,-27.674796616755
407.572,3.27244183650005,-23.9848719027178
407.574,4.90866275475007,-20.2949471886805
407.576,1.63622091825002,-23.9848719027178
407.578,1.63622091825002,-27.674796616755
407.58,6.5448836730001,-25.8294729982606
407.582,-1.63622091825002,-31.3647213307922
407.584,1.63622091825002,-22.1395482842233
407.586,3.27244183650005,-25.8294729982606
407.588,4.90866275475007,-31.3647213307922
407.59,9.81732550950015,-22.1395482842233
407.592,6.5448836730001,-27.674796616755
407.594,6.5448836730001,-27.674796616755
407.596,13.0897673460002,-23.9848719027178
407.598,13.0897673460002,-33.209322426335
407.6,8.18110459125012,-29.5193977122978
407.602,14.7259882642502,-33.209322426335
407.604,14.7259882642502,-33.209322426335
407.606,6.5448836730001,-40.5891718544095
407.608,8.18110459125012,-36.8992471403722
407.61,13.0897673460002,-42.4344954729039
407.612,3.27244183650005,-42.4344954729039
407.614,8.18110459125012,-35.0546460448294
407.616,6.5448836730001,-36.8992471403722
407.618,1.63622091825002,-38.7445707588667
407.62,9.81732550950015,-33.209322426335
407.622,4.90866275475007,-35.0546460448294
407.624,1.63622091825002,-35.0546460448294
407.626,4.90866275475007,-29.5193977122978
407.628,4.90866275475007,-36.8992471403722
407.63,8.18110459125012,-31.3647213307922
407.632,8.18110459125012,-31.3647213307922
407.634,0,-36.8992471403722
407.636,4.90866275475007,-27.674796616755
407.638,4.90866275475007,-31.3647213307922
407.64,0,-35.0546460448294
407.642,3.27244183650005,-33.209322426335
407.644,3.27244183650005,-29.5193977122978
407.646,1.63622091825002,-38.7445707588667
407.648,3.27244183650005,-33.209322426335
407.65,6.5448836730001,-31.3647213307922
407.652,3.27244183650005,-35.0546460448294
407.654,-1.63622091825002,-36.8992471403722
407.656,8.18110459125012,-33.209322426335
407.658,1.63622091825002,-44.2790965684467
407.66,1.63622091825002,-38.7445707588667
407.662,6.5448836730001,-35.0546460448294
407.664,1.63622091825002,-44.2790965684467
407.666,1.63622091825002,-42.4344954729039
407.668,4.90866275475007,-36.8992471403722
407.67,1.63622091825002,-40.5891718544095
407.672,-1.63622091825002,-40.5891718544095
407.674,6.5448836730001,-35.0546460448294
407.676,1.63622091825002,-44.2790965684467
407.678,1.63622091825002,-38.7445707588667
407.68,6.5448836730001,-35.0546460448294
407.682,1.63622091825002,-44.2790965684467
407.684,-1.63622091825002,-42.4344954729039
407.686,8.18110459125012,-35.0546460448294
407.688,3.27244183650005,-44.2790965684467
407.69,0,-46.1244201869411
407.692,3.27244183650005,-36.8992471403722
407.694,3.27244183650005,-42.4344954729039
407.696,1.63622091825002,-42.4344954729039
407.698,9.81732550950015,-40.5891718544095
407.7,4.90866275475007,-47.9690212824839
407.702,4.90866275475007,-42.4344954729039
407.704,9.81732550950015,-40.5891718544095
407.706,4.90866275475007,-47.9690212824839
407.708,4.90866275475007,-42.4344954729039
407.71,9.81732550950015,-42.4344954729039
407.712,6.5448836730001,-42.4344954729039
407.714,8.18110459125012,-38.7445707588667
407.716,6.5448836730001,-40.5891718544095
407.718,8.18110459125012,-38.7445707588667
407.72,3.27244183650005,-36.8992471403722
407.722,11.4535464277502,-35.0546460448294
407.724,8.18110459125012,-38.7445707588667
407.726,3.27244183650005,-44.2790965684467
407.728,8.18110459125012,-33.209322426335
407.73,8.18110459125012,-38.7445707588667
407.732,3.27244183650005,-36.8992471403722
407.734,8.18110459125012,-38.7445707588667
407.736,11.4535464277502,-33.209322426335
407.738,6.5448836730001,-36.8992471403722
407.74,1.63622091825002,-38.7445707588667
407.742,8.18110459125012,-31.3647213307922
407.744,4.90866275475007,-35.0546460448294
407.746,0,-35.0546460448294
407.748,6.5448836730001,-29.5193977122978
407.75,3.27244183650005,-31.3647213307922
407.752,-1.63622091825002,-31.3647213307922
407.754,8.18110459125012,-27.674796616755
407.756,3.27244183650005,-29.5193977122978
407.758,3.27244183650005,-31.3647213307922
407.76,8.18110459125012,-25.8294729982606
407.762,4.90866275475007,-31.3647213307922
407.764,0,-31.3647213307922
407.766,6.5448836730001,-27.674796616755
407.768,3.27244183650005,-36.8992471403722
407.77,1.63622091825002,-31.3647213307922
407.772,6.5448836730001,-27.674796616755
407.774,1.63622091825002,-31.3647213307922
407.776,-1.63622091825002,-36.8992471403722
407.778,3.27244183650005,-27.674796616755
407.78,3.27244183650005,-33.209322426335
407.782,1.63622091825002,-31.3647213307922
