"X_Value","Dev1.ai3","Dev1.ai0"
9.03,13.0904082472608,-5.53452580958002
9.032,9.81796641076073,0
9.034,13.0904082472608,-5.53452580958002
9.036,9.81796641076073,1.84532361849443
9.038,9.81796641076073,-5.53452580958002
9.04,4.90930365601065,-1.84460109554279
9.042,6.54552457426067,-5.53452580958002
9.044,9.81796641076073,-7.37912690512281
9.046,9.81796641076073,0
9.048,11.4541873290107,0
9.05,6.54552457426067,1.84532361849443
9.052,9.81796641076073,0
9.054,9.81796641076073,5.53524833253166
9.056,4.90930365601065,5.53524833253166
9.058,8.1817454925107,5.53524833253166
9.06,3.27308273776063,5.53524833253166
9.062,4.90930365601065,3.68992471403723
9.064,3.27308273776063,3.68992471403723
9.066,6.54552457426067,3.68992471403723
9.068,4.90930365601065,1.84532361849443
9.07,1.6368618195106,1.84532361849443
9.072,4.90930365601065,3.68992471403723
9.074,3.27308273776063,5.53524833253166
9.076,0,3.68992471403723
9.078,0,0
9.08,1.6368618195106,1.84532361849443
9.082,0,-3.68920219108558
9.084,-3.27244183650005,-3.68920219108558
9.086,-1.63622091825002,-9.22445052361724
9.088,0,-5.53452580958002
9.09,0,-9.22445052361724
9.092,4.90930365601065,-11.06905161916
9.094,4.90930365601065,-5.53452580958002
9.096,9.81796641076073,-5.53452580958002
9.098,9.81796641076073,-5.53452580958002
9.1,9.81796641076073,-5.53452580958002
9.102,6.54552457426067,-5.53452580958002
9.104,11.4541873290107,-3.68920219108558
9.106,9.81796641076073,1.84532361849443
9.108,11.4541873290107,-3.68920219108558
9.11,11.4541873290107,1.84532361849443
9.112,13.0904082472608,0
9.114,8.1817454925107,3.68992471403723
9.116,14.7266291655108,0
9.118,9.81796641076073,-1.84460109554279
9.12,13.0904082472608,0
9.122,9.81796641076073,-1.84460109554279
9.124,6.54552457426067,0
9.126,9.81796641076073,0
9.128,9.81796641076073,0
9.13,4.90930365601065,0
9.132,6.54552457426067,0
9.134,6.54552457426067,5.53524833253166
9.136,6.54552457426067,0
9.138,1.6368618195106,7.37984942807445
9.14,4.90930365601065,1.84532361849443
9.142,6.54552457426067,1.84532361849443
9.144,3.27308273776063,1.84532361849443
9.146,3.27308273776063,1.84532361849443
