"X_Value","Dev1.ai3","Dev1.ai0"
657.7,7.23303230727814,41.1279598169936
657.702,0,36.7986562720726
657.704,1.80825807681954,49.7865669068356
657.706,1.80825807681954,36.7986562720726
657.708,1.80825807681954,43.2921877296984
657.71,3.61651615363907,45.4572633619146
657.712,-5.42477423045861,38.9628841847774
657.714,-1.80825807681954,49.7865669068356
657.716,-1.80825807681954,47.6214912746194
657.718,-9.04199867163266,45.4572633619146
657.72,0,49.7865669068356
657.722,-5.42477423045861,36.7986562720726
657.724,-5.42477423045861,45.4572633619146
657.726,-5.42477423045861,43.2921877296984
657.728,-9.04199867163266,34.6335806398564
657.73,-5.42477423045861,43.2921877296984
657.732,-3.61651615363907,34.6335806398564
657.734,-7.23374059481313,43.2921877296984
657.736,-1.80825807681954,38.9628841847774
657.738,-7.23374059481313,34.6335806398564
657.74,-3.61651615363907,41.1279598169936
657.742,1.80825807681954,38.9628841847774
657.744,-7.23374059481313,34.6335806398564
657.746,-1.80825807681954,45.4572633619146
657.748,-3.61651615363907,41.1279598169936
657.75,-1.80825807681954,43.2921877296984
657.752,-5.42477423045861,43.2921877296984
657.754,3.61651615363907,49.7865669068356
657.756,1.80825807681954,43.2921877296984
657.758,-1.80825807681954,38.9628841847774
657.76,1.80825807681954,49.7865669068356
657.762,1.80825807681954,45.4572633619146
657.764,-1.80825807681954,45.4572633619146
657.766,1.80825807681954,51.9507948195403
657.768,3.61651615363907,45.4572633619146
657.77,-1.80825807681954,43.2921877296984
657.772,3.61651615363907,49.7865669068356
657.774,7.23303230727814,43.2921877296984
657.776,1.80825807681954,43.2921877296984
657.778,3.61651615363907,43.2921877296984
657.78,1.80825807681954,36.7986562720726
657.782,-3.61651615363907,43.2921877296984
657.784,5.42477423045861,47.6214912746194
657.786,1.80825807681954,36.7986562720726
657.788,0,36.7986562720726
657.79,0,47.6214912746194
657.792,-1.80825807681954,45.4572633619146
657.794,-7.23374059481313,43.2921877296984
657.796,3.61651615363907,47.6214912746194
657.798,-1.80825807681954,38.9628841847774
657.8,-1.80825807681954,41.1279598169936
657.802,0,34.6335806398564
657.804,-7.23374059481313,36.7986562720726
657.806,0,47.6214912746194
657.808,3.61651615363907,36.7986562720726
657.81,-3.61651615363907,36.7986562720726
657.812,1.80825807681954,47.6214912746194
657.814,1.80825807681954,41.1279598169936
657.816,0,45.4572633619146
657.818,7.23303230727814,45.4572633619146
657.82,0,41.1279598169936
657.822,5.42477423045861,51.9507948195403
657.824,3.61651615363907,45.4572633619146
657.826,-1.80825807681954,47.6214912746194
657.828,7.23303230727814,51.9507948195403
657.83,3.61651615363907,41.1279598169936
657.832,1.80825807681954,45.4572633619146
657.834,5.42477423045861,51.9507948195403
657.836,0,41.1279598169936
657.838,-1.80825807681954,45.4572633619146
657.84,5.42477423045861,45.4572633619146
657.842,-3.61651615363907,38.9628841847774
657.844,0,49.7865669068356
657.846,-1.80825807681954,45.4572633619146
657.848,-3.61651615363907,45.4572633619146
657.85,3.61651615363907,49.7865669068356
657.852,1.80825807681954,41.1279598169936
657.854,1.80825807681954,45.4572633619146
657.856,7.23303230727814,43.2921877296984
657.858,-1.80825807681954,38.9628841847774
657.86,-3.61651615363907,43.2921877296984
657.862,5.42477423045861,47.6214912746194
657.864,1.80825807681954,41.1279598169936
657.866,0,43.2921877296984
657.868,5.42477423045861,45.4572633619146
657.87,1.80825807681954,36.7986562720726
657.872,-5.42477423045861,43.2921877296984
657.874,3.61651615363907,43.2921877296984
657.876,-3.61651615363907,38.9628841847774
657.878,3.61651615363907,47.6214912746194
657.88,3.61651615363907,36.7986562720726
657.882,0,34.6335806398564
