"x","cooks_d"
314,0.00642369386794993
315,0.00776983916276445
316,7.10016077688961e-06
317,0.0017173163335393
318,0.00584868377394708
319,0.000255303557961293
320,0.00996125057367643
321,4.48647229185621e-05
322,0.00041305092992779
323,0.00611400100794554
324,0.000177221418801905
325,0.000997600763868047
326,0.00700359841048278
327,0.00682130324592184
328,9.91213184100204e-05
329,0.000106521458114713
330,0.000567444787472156
331,0.000241681693989062
332,0.000824953298693478
333,0.00768470219129922
334,0.00892936693540097
335,0.00260670911074495
336,0.000290637357359475
337,0.00121590347361014
338,0.00114912551270498
339,0.000227551141716759
340,0.000827313399728186
341,1.65744006946581e-06
342,0.000312373250153344
343,0.00244985069171664
344,5.49629228199655e-05
345,5.11635900610992e-05
346,0.000328076334237676
347,0.00108820040731003
348,7.625539387846e-06
349,0.00123558415591244
350,7.38800695682621e-05
351,0.0024992852609887
352,0.0174345145424248
353,0.000842842594891527
354,0.000753457331898046
355,5.58076436270188e-05
356,0.000515172106336597
357,0.000385032988524845
358,0.00222428802115073
359,0.00144935083563402
360,8.57116703465577e-06
361,0.000581195696521866
362,0.00145320134518264
363,0.000232193545213657
364,2.11751974059799e-09
365,0.00017922005031735
366,0.000459566404472536
367,0.000630552560914882
368,1.91683343095882e-07
369,0.00178373082134
370,0.000222722129677506
371,3.61898034212855e-05
372,3.09218374013259e-06
373,7.1866948114076e-06
374,0.00495107867996212
375,0.000128419550713428
376,0.00033539971786644
377,0.000255145328419141
378,0.00566922568665812
379,0.000474162669678526
380,0.000190645113904646
381,3.47891530795394e-05
382,8.85681728528537e-05
383,0.0057908445123825
384,0.000832462446677686
385,0.00141283718278286
386,0.000770391383050164
387,0.00636857497041295
388,0.000324020291642669
389,5.68809127700308e-10
390,0.000114940414884712
391,0.0197237312365849
392,0.00194581733347358
393,0.00140766184298188
394,5.74107511062723e-05
395,0.0020244439891453
396,0.000883584274489229
397,0.000264508419203614
398,0.00730542865393159
399,0.000295598480967869
400,0.00175434151323407
401,0.000216636167547743
402,0.000168368002519641
403,0.000113940747594859
